4.9993362,14.933702,5.184047,4.4792743,76.745155,12.5950165
5.004451,15.030522,5.6388717,4.5058727,79.77518,12.748062
4.988718,14.839812,4.901317,4.451322,74.909996,12.487808
5.0009303,14.968759,5.32861,4.4874086,77.69103,12.643451
4.9985614,14.973155,5.3414884,4.487213,77.92465,12.650475
4.959124,14.886676,5.016368,4.450144,77.01156,12.544349
4.991589,14.941052,5.1945567,4.475686,77.18675,12.605663
5.007726,14.86703,5.0203104,4.4640274,75.01474,12.521381
5.0043216,14.963138,5.3083515,4.487309,77.33253,12.632432
4.9874315,14.840142,4.8767815,4.448836,74.93631,12.4858055
4.9559417,14.995415,5.6065044,4.4815717,81.43973,12.746132
4.928275,14.887155,5.0812263,4.440483,78.769714,12.581597
4.9897146,14.862242,4.9490542,4.4562025,75.365135,12.5101795
5.0029263,14.924683,5.161359,4.4774756,76.44598,12.58347
5.0137115,14.941841,5.2312646,4.484969,76.48857,12.603609
4.9341583,14.909445,5.167767,4.447933,79.272896,12.614483
4.9699116,14.924653,5.173288,4.465088,77.68816,12.595189
5.0002313,14.837348,4.9146233,4.452825,74.539185,12.487406
5.0107574,14.884718,5.0790367,4.469412,75.33292,12.539629
4.998883,14.851432,4.951002,4.456074,74.816826,12.501057
5.0056767,15.061439,5.845841,4.5169487,80.96432,12.80849
5.0022945,14.935122,5.180152,4.4782934,76.683525,12.595187
5.0004983,14.847604,4.942792,4.4561253,74.77187,12.497906
4.983611,15.03966,5.7708173,4.5037107,81.44696,12.793522
4.9634156,14.913639,5.1291656,4.4600363,77.60458,12.582401
5.000427,14.88284,5.027089,4.4653416,75.45963,12.535246
4.993092,14.951835,5.23336,4.4786882,77.48194,12.621012
4.993426,14.894295,5.0423217,4.46598,75.976494,12.546796
5.0091605,15.106726,6.1319165,4.537571,82.73982,12.89334
4.999427,14.847867,4.9552445,4.4567556,74.77124,12.499758
5.0006347,14.921697,5.1368446,4.4743824,76.39658,12.578745
4.9303546,14.906556,5.1764007,4.446625,79.360306,12.615136
5.022898,15.047642,5.717916,4.5180235,79.53756,12.761891
4.9978476,14.906889,5.0884957,4.470365,76.154,12.561212
4.9614344,15.019207,5.732094,4.49033,82.07485,12.780113
5.0022936,14.938834,5.230588,4.4813476,76.72997,12.601369
4.9966383,14.914358,5.12053,4.472484,76.3094,12.570591
