5.116,15.68,4.764,4.553,66.685,13.253
5.017,15.437,5.12,4.631,72.138,12.511
4.887,14.777,4.914,4.472,66.862,13.277
4.878,14.469,5.043,4.28,70.737,12.523
5.219,14.367,5.225,4.679,70.348,13.055
4.756,14.57,5.223,4.648,68.664,13.333
5.081,15.088,4.927,4.576,71.639,12.141
5.109,14.884,4.809,4.469,67.59,13.032
5.209,15.4,4.932,4.611,72.289,12.995
4.913,15.33,4.849,4.301,68.266,13.236
4.78,14.378,4.92,4.677,70.939,12.177
4.814,15.61,5.201,4.575,67.549,13.076
4.838,15.679,4.829,4.329,66.849,12.158
4.952,14.471,4.941,4.588,66.615,13.007
4.903,15.356,5.233,4.449,71.356,13.228
5.234,15.039,4.896,4.459,68.335,12.63
4.788,14.737,5.057,4.424,67.777,12.138
4.838,14.638,4.777,4.299,67.521,12.807
4.765,15.121,5.14,4.663,67.285,12.445
5.201,15.428,5.006,4.601,72.211,13.137
5.083,14.715,4.876,4.707,73.136,12.178
4.843,14.352,4.877,4.402,69.851,12.669
5.161,15.658,5.119,4.677,67.298,12.961
5.18,14.914,4.907,4.497,72.331,13.074
4.801,14.405,4.881,4.512,67.42,12.239
5.066,15.6,4.819,4.367,71.975,12.83
4.934,15.147,5.031,4.548,71.068,12.798
5.12,15.651,5.1,4.715,67.766,12.843
5.035,15.431,4.925,4.418,67.666,12.28
5.119,15.512,4.786,4.614,69.979,13.14
5.173,15.206,4.833,4.676,70.625,12.173
4.982,15.477,4.787,4.475,72.754,13.13
5.172,14.646,5.008,4.719,66.696,12.322
4.946,14.793,4.971,4.6,67.154,13.258
5.167,15.506,4.877,4.357,72.294,12.191
4.751,15.006,5.045,4.62,72.668,12.518
4.888,15.438,5.07,4.578,71.572,12.509
5.129,15.605,5.01,4.287,70.859,12.529
4.805,15.396,4.861,4.378,69.002,13.166
4.961,15.109,5.037,4.406,68.771,12.897
4.875,15.455,5.236,4.552,72.209,12.319
5.124,15.376,5.155,4.678,71.644,12.226
4.99,15.479,4.869,4.618,67.8,12.332
5.233,14.977,4.79,4.624,73.392,12.823
4.82,14.838,5.003,4.672,72.317,12.38
5.089,15.38,4.898,4.586,67.1,12.573
5.071,15.086,5.19,4.39,71.6,13.25
