5.000097,15.042764,5.620988,4.4929624,81.23274,12.779699
4.9582725,14.879664,4.938477,4.4696336,76.56574,12.510442
4.9852877,14.949474,5.1145005,4.4801803,77.16543,12.578158
4.944206,14.816303,4.8324375,4.462767,74.7761,12.410004
4.9155965,14.7074795,4.549047,4.4418263,73.52859,12.298459
4.997714,15.025039,5.474653,4.492012,80.20426,12.733675
4.9284062,14.7532835,4.681378,4.4508734,73.84746,12.336168
4.923334,14.755115,4.685109,4.451178,74.06424,12.342571
4.993092,15.041216,5.548778,4.501618,79.445656,12.715741
4.9879303,15.051766,5.676241,4.5073714,80.17778,12.741829
4.943411,14.836191,4.8682594,4.4652314,75.451256,12.444393
4.92816,14.766708,4.722978,4.4530144,74.02943,12.347435
4.973537,14.856283,4.827866,4.464908,75.47214,12.463565
4.9348216,14.815546,4.8296604,4.4620576,75.096825,12.416979
4.925869,14.764338,4.6874704,4.4528503,74.16449,12.350198
5.030577,15.101713,5.728598,4.5059447,81.43756,12.827362
4.964171,14.914003,5.072553,4.47206,77.66781,12.573551
4.9363484,14.819154,4.843831,4.464285,74.86394,12.406705
4.9161363,14.698541,4.5211186,4.4394016,73.34153,12.286364
4.980033,14.948788,5.186427,4.4733887,78.81745,12.642836
4.934147,14.775306,4.729512,4.4551315,74.20503,12.363806
4.920514,14.7174425,4.598068,4.442093,73.40794,12.29855
4.976127,15.019677,5.5274954,4.500774,79.102356,12.6835575
4.945607,14.8484,4.8794785,4.4663577,75.85813,12.464461
5.00273,15.048833,5.5517545,4.500396,79.98824,12.740329
4.9879303,15.051766,5.676241,4.5073714,80.17778,12.741829
5.04114,15.145039,6.042796,4.5006814,83.75533,12.928676
4.9188957,14.711622,4.5989494,4.4413724,73.33156,12.29352
4.9232373,14.741667,4.6285954,4.4485307,74.05019,12.338377
4.9668965,14.825072,4.764757,4.461185,74.65698,12.415233
4.9475813,14.845575,4.8613715,4.46754,75.404785,12.443789
4.9475813,14.845575,4.8613715,4.46754,75.404785,12.443789
4.918055,14.705574,4.5268745,4.4413285,73.55113,12.299798
4.928593,14.78545,4.7448554,4.456917,74.7101,12.385413
4.922418,14.752539,4.6633744,4.450666,74.01279,12.3374
4.933646,14.799263,4.7791414,4.459412,74.796776,12.396564
4.947238,14.863613,4.9393415,4.4697814,76.002205,12.478378
4.988842,15.066727,5.7858024,4.511666,80.61171,12.766649
4.949162,14.869555,4.9607525,4.47133,76.056335,12.48487
4.943411,14.836191,4.8682594,4.4652314,75.451256,12.444393
5.0080256,15.030176,5.377017,4.494195,78.70639,12.685512
4.945403,14.846969,4.877763,4.466699,75.71162,12.457456
4.9566507,14.843181,4.8499227,4.456694,77.21424,12.520289
4.9480295,14.865883,4.9304333,4.4655538,76.82883,12.511292
4.9671774,14.841695,4.8012094,4.463638,75.071724,12.437964
4.955953,14.8646755,4.934063,4.470461,75.52734,12.464019
4.9412394,14.836765,4.8902636,4.466567,75.10532,12.426897
4.93842,14.842255,4.8789554,4.465963,75.84626,12.457569
4.9879303,15.051766,5.676241,4.5073714,80.17778,12.741829
4.9460206,14.898889,5.059212,4.47718,76.78798,12.519792
4.9210653,14.705134,4.56091,4.4390826,73.21624,12.28599
4.9269905,14.795395,4.765301,4.4596167,74.80061,12.389118
